"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"RX-10622277","73414424050003110","10664 Versailles Boulevard","775000.00","5043.00","14","6300.00","785000.00","2020-05-13","2020-05-27","2020-07-02","","","","","VERSAILLES","","N","C","2020-07-02","785000.00","","",""
"RX-10615459","73414409020730140","2472 Wrotham Terrace","400000.00","2118.00","37","2963.00","409000.00","2020-04-10","2020-05-17","2020-06-24","","","","","GREENVIEW SHORES NO 2         OF WELLINGTON","","N","C","2020-07-02","419000.00","","",""
"RX-10625160","00424407040002370","1437 Newhaven Point Lane","489000.00","2831.00","5","3944.00","499000.00","2020-05-25","2020-05-30","2020-07-02","","","","","Stonehaven Estates","","N","C","2020-07-03","499000.00","","",""
"RX-10593066","73414409020180050","1527 Goodwood Terrace","430000.00","2178.00","124","2711.00","440000.00","2020-01-17","2020-05-22","2020-07-03","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-07-03","480000.00","","",""
"RX-10623141","00424407010000720","1469 Stonehaven Estates Drive","495000.00","3600.00","13","4595.00","519000.00","2020-05-15","2020-05-28","2020-06-24","","","","","STONEHAVEN","","N","C","2020-07-06","519000.00","","",""
"RX-10608739","73414404010720400","1797 Hollyhock Road","435000.00","1851.00","10","2529.00","435000.00","2020-03-11","2020-06-05","2020-07-02","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-06","425000.00","","",""
"RX-10618413","73414409020420250","2365 Seaford Drive","450000.00","2531.00","17","3252.00","450000.00","2020-04-27","2020-05-14","2020-06-29","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-07-07","450000.00","","",""
"RX-10568328","73414404010140060","14536 Stirrup Lane","385000.00","1734.00","152","2550.00","410000.00","2019-10-09","2020-04-24","2020-07-01","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-07","420000.00","","",""
"RX-10623034","73424417020015770","2589 Treanor Terrace","655000.00","4120.00","38","4945.00","679000.00","2020-05-14","2020-06-21","2020-07-07","","","","","OLYMPIA 2","","N","C","2020-07-07","699000.00","","",""
"RX-10585901","73424417020012790","2997 Hamblin Way","625000.00","3941.00","66","5185.00","648800.00","2019-12-17","2020-05-27","2020-07-07","","","","","OLYMPIA","","N","C","2020-07-07","648800.00","","",""
"RX-10589030","73414418010050040","15355 Emmelman Road","640000.00","2404.00","123","3426.00","659900.00","2020-01-04","2020-05-06","2020-07-07","","","","","Wellington Aero Club","","N","C","2020-07-07","697000.00","","",""
"RX-10620682","73414409020100130","13579 Chatsworth Village Drive","511000.00","2557.00","19","3569.00","510000.00","2020-05-06","2020-05-25","2020-07-07","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-07-07","510000.00","","",""
"RX-10630081","73414407020120140","15945 Voyageurs Place","680000.00","2585.00","9","3729.00","710000.00","2020-06-11","2020-06-20","2020-07-07","","","","","MEADOW WOOD","","N","C","2020-07-07","710000.00","","",""
"RX-10612591","73424417020008490","2796 Shaughnessy Drive","420000.00","3308.00","54","3936.00","449900.00","2020-03-26","2020-06-26","2020-07-08","","","","","OLYMPIA 2","","N","C","2020-07-08","429900.00","","",""
"RX-10600842","73414412050000550","1844 Barnstable Road","325000.00","1662.00","95","2214.00","327000.00","2020-02-13","2020-05-18","2020-07-08","","","","","WELLINGTONS EDGE PAR 77 PH 1","","N","C","2020-07-08","338000.00","","",""
"RX-10610509","73424417070006370","8023 Kaliko Lane","500000.00","2499.00","90","3366.00","515000.00","2020-03-16","2020-06-14","2020-07-08","","","","","VILLAGEWALK OF WELLINGTON 3B","","N","C","2020-07-08","525000.00","","",""
"RX-10599882","73414403140000890","520 Sweet Wood Way","209000.00","1202.00","106","2287.00","209000.00","2020-02-10","2020-06-08","2020-07-09","","","","","TREE TOPS OF WELLINGTON","","N","C","2020-07-09","265000.00","","",""
"RX-10626497","73414423090001300","3560 Moon Bay Circle","471000.00","3140.00","11","4316.00","474000.00","2020-05-28","2020-06-08","2020-07-09","","","","","ORANGE POINT TR B","","N","C","2020-07-09","474000.00","","",""
"RX-10615657","73414410300000850","1471 Waterway Cove Drive","309500.00","1449.00","38","1918.00","329000.00","2020-04-11","2020-05-19","2020-07-09","","","","","WATERWAY COVE OF WELLINGTON   LT","","N","C","2020-07-09","329000.00","","",""
"RX-10610489","73414331030000610","15738 Glen Willow Lane","487000.00","2642.00","37","3404.00","499000.00","2020-03-16","2020-05-12","2020-07-02","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2020-07-09","499000.00","","",""
"RX-10616198","73414426010001200","4138 Bluff Harbor Way","407000.00","2160.00","23","2874.00","415000.00","2020-04-15","2020-05-08","2020-07-03","","","","","ISLES AT WELLINGTON 1","","N","C","2020-07-10","415000.00","","",""
"RX-10625583","73414409020240070","1800 Wiltshire Village Drive","450000.00","2147.00","30","2828.00","459000.00","2020-05-27","2020-06-26","2020-07-09","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-07-10","469000.00","","",""
"RX-10599282","73414420180000190","3512 Grand Prix Farms Drive","9200000.00","731.00","153","12214.00","10995000.00","2020-02-07","2020-07-09","2020-07-10","","","","","GRAND PRIX VILLAGE SOUTH","","N","C","2020-07-10","10995000.00","","",""
"RX-10623703","73414403030010290","236 Old Country Road S","485000.00","2261.00","5","3261.00","450000.00","2020-05-18","2020-05-23","2020-07-10","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","C","2020-07-10","450000.00","","",""
"RX-10625754","73414331030000350","15814 Bent Creek Road","555000.00","2686.00","15","3909.00","555000.00","2020-05-27","2020-06-11","2020-07-10","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2020-07-10","555000.00","","",""
"RX-10617528","73414410350000100","12101 Sunset Point Circle","345000.00","1562.00","44","2079.00","359900.00","2020-04-22","2020-06-05","2020-07-08","","","","","MONTAUK HARBOR","","N","C","2020-07-10","364900.00","","",""
"RX-10621957","73414409030000870","13151 Halifax Court","515000.00","2527.00","13","3284.00","550000.00","2020-05-11","2020-05-24","2020-07-10","","","","","GREENVIEW COVE OF WELLINGTON","","N","C","2020-07-11","550000.00","","",""
"RX-10618989","73424407030003840","9706 Wyeth Court","376000.00","2104.00","7","2808.00","389900.00","2020-04-29","2020-05-06","2020-06-12","","","","","OLYMPIA PH 1","","N","C","2020-07-11","389900.00","","",""
"RX-10615244","73414407020010030","15410 Meadow Wood Drive","765000.00","3847.00","16","6309.00","800000.00","2020-04-09","2020-05-12","2020-07-10","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2020-07-11","800000.00","","",""
"AX-10862983","73424417020017440","2633 Cooper Way","615000.00","","4","","609000.00","2020-05-21","2020-05-25","2020-07-02","","","","","Olympia","","","C","2020-07-13","609000.00","","",""
"RX-10616002","73414404010110360","14429 Horseshoe Trace","370000.00","1641.00","44","2301.00","370000.00","2020-04-14","2020-05-28","2020-07-13","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-13","380000.00","","",""
"RX-10589517","73414420060000060","14264 Stroller Way","2800000.00","2999.00","185","4015.00","3100000.00","2020-01-06","2020-07-09","2020-07-10","","","","","Equestrian Club Estates","","N","C","2020-07-13","3100000.00","","",""
"RX-10626243","73414409010120040","1313 Brampton Cove","490000.00","2289.00","2","3143.00","489000.00","2020-05-29","2020-05-31","2020-07-13","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","C","2020-07-14","489000.00","","",""
"RX-10612159","73414409020710030","13656 Carlton Street","410000.00","2118.00","40","2963.00","424500.00","2020-03-24","2020-05-03","2020-06-10","","","","","GREENVIEW SHORES 2","","N","C","2020-07-14","424500.00","","",""
"RX-10552211","73414419010060110","15755 Ocean Breeze Lane","1200000.00","2937.00","316","5031.00","1999900.00","2019-08-06","2020-06-17","2020-07-14","","","","","Palm Beach Point","","N","C","2020-07-15","3900000.00","","",""
"RX-10618667","73414409040000170","1582 Windship Circle","340000.00","1678.00","50","2308.00","349500.00","2020-04-28","2020-06-17","2020-07-13","","","","","MEADOWLAND COVE 1 OF WELLINGTON","","N","C","2020-07-15","363000.00","","",""
"RX-10504849","73414415210000080","12443 Cypress Island Way","7975000.00","8198.00","516","11654.00","9995000.00","2019-02-14","2020-07-14","2020-07-15","","","","","Cypress Island","","N","C","2020-07-15","9995000.00","","",""
"RX-10630407","73414412060000810","1574 N Carriage Brooke Drive","340000.00","1360.00","16","1900.00","359900.00","2020-06-12","2020-06-28","2020-07-15","","","","","WELLINGTONS EDGE PAR 77 PH 2","","N","C","2020-07-15","359900.00","","",""
"RX-10576595","73414424050002520","3609 Royalle Terrace","880000.00","5031.00","131","6368.00","895000.00","2019-11-05","2020-06-18","2020-07-15","","","","","VERSAILLES","","N","C","2020-07-16","950000.00","","",""
"RX-10632728","73424417080007700","8276 Quito Place","345000.00","1520.00","0","2121.00","353900.00","2020-06-22","2020-06-22","2020-07-15","","","","","VILLAGEWALK OF WELLINGTON PL 5","","N","C","2020-07-16","353900.00","","",""
"RX-10610603","73414409020690100","2707 Yarmouth Drive","387000.00","1768.00","59","2544.00","394999.00","2020-03-19","2020-05-17","2020-07-10","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-07-16","399999.00","","",""
"RX-10624606","73424417020016450","2824 Pillsbury Way","875000.00","4834.00","20","5660.00","999888.00","2020-05-22","2020-06-11","2020-07-16","","","","","OLYMPIA","","N","C","2020-07-16","999888.00","","",""
"RX-10629319","73414331040000750","15850 Glen Willow Lane","387000.00","2106.00","5","2856.00","397000.00","2020-06-08","2020-06-13","2020-07-15","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2020-07-16","397000.00","","",""
"RX-10628420","73414426020000010","4145 Wellington Shores Drive","550000.00","3342.00","1","4557.00","549900.00","2020-06-05","2020-06-06","2020-07-15","","","","","ORANGE GROVE EST","","N","C","2020-07-17","549900.00","","",""
"RX-10623962","73414401020040450","1371 Beacon Circle","575000.00","4066.00","5","5072.00","599000.00","2020-05-20","2020-05-25","2020-07-17","","","","","BLACK DIAMOND PH 1","","N","C","2020-07-17","599000.00","","",""
"FX-10228565","73414404010720250","1886 Primrose Lane","375000.00","1888.00","23","","385000.00","2020-05-08","2020-05-31","2020-07-02","","","","","Sugar Pond Manor Wellingt","","","C","2020-07-17","385000.00","","",""
"RX-10615494","73414404060010100","13229 La Mirada Circle","339000.00","3069.00","37","4055.00","339000.00","2020-04-10","2020-06-09","2020-07-14","","","","","PINEWOOD GROVE OF WELLINGTON","","N","C","2020-07-17","339000.00","","",""
"RX-10639718","73414414370000050","2840 Bent Cypress Road","1775000.00","2831.00","0","3614.00","1899000.00","2020-07-17","2020-07-17","2020-07-17","","","","","BENT CYPRESS","","N","C","2020-07-17","1899000.00","","",""
"FX-10222463","73414423080000850","3556 Miramontes Circle","395000.00","2150.00","79","","395000.00","2020-03-18","2020-06-05","2020-07-15","","","","","Orange Point","","","C","2020-07-19","395000.00","","",""
"RX-10622801","73424417020017660","2566 Cooper Way","642500.00","4283.00","20","5133.00","659900.00","2020-05-14","2020-06-03","2020-07-17","","","","","OLYMPIA 2","","N","C","2020-07-19","659900.00","","",""
"RX-10618567","73414404150000250","530 Kingsbury Terrace","449000.00","2622.00","84","3428.00","449000.00","2020-04-27","2020-07-20","2020-07-20","","","","","BARRINGTON WOODS OF WELLINGTON","","N","C","2020-07-20","459999.00","","",""
"RX-10602490","73414426030000190","11236 Maritime Court","435000.00","2821.00","85","3415.00","439500.00","2020-02-19","2020-06-19","2020-07-20","","","","","ISLES AT WELLINGTON 2","","N","C","2020-07-20","439500.00","","",""
"RX-10591603","73414409020090250","13651 Staimford Drive","570000.00","2950.00","134","4250.00","599000.00","2020-01-13","2020-06-06","2020-07-17","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-07-20","679000.00","","",""
"RX-10630450","73414411030020060","1379 Pinetta Circle","330000.00","1452.00","1","2367.00","325000.00","2020-06-13","2020-06-16","2020-07-20","","","","","EASTWOOD OF WELLINGTON 2","","N","C","2020-07-20","325000.00","2020-06-15","",""
"RX-10623381","73424418010005260","9874 Shepard Place","499000.00","3662.00","35","4204.00","499900.00","2020-05-17","2020-06-21","2020-07-17","","","","","OLYMPIA","","N","C","2020-07-20","499900.00","","",""
"RX-10629198","73414412050000070","1677 Carriage Brooke Drive","289900.00","1289.00","8","1779.00","289900.00","2020-06-08","2020-06-16","2020-07-20","","","","","WELLINGTONS EDGE PAR 77 PH 1","","N","C","2020-07-20","289900.00","","",""
"RX-10621305","73414403140000680","500 Oak Shadow Way","289000.00","1202.00","25","1693.00","297000.00","2020-05-08","2020-06-02","2020-07-17","","","","","TREE TOPS OF WELLINGTON","","N","C","2020-07-21","297000.00","","",""
"FX-10226561","73414410300000540","1288 Waterway Cove Drive","320000.00","1449.00","28","","339900.00","2020-04-23","2020-05-21","2020-07-15","","","","","WATERWAY COVE OF WELLINGT","","","C","2020-07-21","3399900.00","","",""
"RX-10622759","73424417020007310","9754 Scribner Lane","385000.00","2573.00","19","3021.00","379000.00","2020-05-14","2020-06-02","2020-07-20","","","","","OLYMPIA 2","","N","C","2020-07-21","389900.00","","",""
"RX-10612701","73414426060000620","4622 Windward Cove Lane","505000.00","3375.00","61","4471.00","510000.00","2020-03-25","2020-05-25","2020-07-03","","","","","ISLES AT WELLINGTON 5","","N","C","2020-07-22","525000.00","","",""
"RX-10632310","73414404010370090","13485 Orchid Court","342000.00","2098.00","3","2787.00","339000.00","2020-06-19","2020-06-29","2020-07-22","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-22","339000.00","","",""
"RX-10613649","73414426060000220","4655 Windward Cove Lane","535000.00","2821.00","32","3351.00","549900.00","2020-04-01","2020-05-03","2020-07-22","","","","","Windward Cove","","N","C","2020-07-22","549900.00","","",""
"RX-10557214","73414331010000060","15630 Bent Creek Road","410000.00","1986.00","295","2559.00","419000.00","2019-08-28","2020-06-18","2020-07-10","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2020-07-22","419000.00","","",""
"RX-10618397","73414406030002280","15643 Cypress Park Drive","642500.00","3495.00","37","4530.00","675000.00","2020-04-26","2020-06-02","2020-07-22","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2020-07-22","675000.00","","",""
"RX-10596725","73424407050010540","8694 Via Brilliante","387500.00","2364.00","134","3036.00","399000.00","2020-01-30","2020-06-12","2020-07-20","","","","","BUENA VIDA","","N","C","2020-07-23","425000.00","","",""
"RX-10625784","73414404010390190","13554 Exotica Lane","335000.00","1588.00","20","2311.00","335000.00","2020-05-27","2020-06-17","2020-07-21","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-23","349000.00","","",""
"RX-10620920","73424417050005850","8335 Yorke Road","504500.00","2520.00","16","3387.00","515750.00","2020-05-07","2020-05-31","2020-07-23","","","","","VILLAGEWALK OF WELLINGTON 4","","N","C","2020-07-24","529750.00","","",""
"RX-10619929","73414410350000010","12047 Sunset Point Court","300000.00","1412.00","47","1840.00","319000.00","2020-05-03","2020-06-30","2020-07-21","","","","","MONTAUK HARBOR","","N","C","2020-07-24","335000.00","","",""
"RX-10621908","73414334010010040","12737 Pineacre Lane","570000.00","3044.00","6","4062.00","590000.00","2020-05-12","2020-05-18","2020-07-20","","","","","PINEWOOD EAST OF WELLINGTON","","N","C","2020-07-24","590000.00","","",""
"RX-10632565","73414410010220070","1175 Sachem Head Terrace","315000.00","1331.00","2","1827.00","299000.00","2020-06-21","2020-06-23","2020-07-24","","","","","SOUTH SHORE NO 1 OF WELLINGTON","","N","C","2020-07-24","299000.00","","",""
"RX-10619399","73424407030003470","9622 Worswick Court","565000.00","3963.00","35","5248.00","599000.00","2020-05-01","2020-07-14","2020-07-24","","","","","Stotesbury/Olympia","","N","C","2020-07-24","599000.00","","",""
"RX-10622867","73414412110001320","10776 Oak Bend Way","320000.00","1385.00","6","1707.00","320000.00","2020-05-15","2020-05-21","2020-07-17","","","","","WELLINGTONS EDGE PAR 76 PH 2C","","N","C","2020-07-25","320000.00","","",""
"RX-10625132","73414403170010270","1144 Lake Breeze Drive","499999.00","2404.00","2","3121.00","499999.00","2020-05-24","2020-05-26","2020-07-23","","","","","EMERALD FOREST OF WELLINGTON","","N","C","2020-07-25","499999.00","","",""
"RX-10628449","73414411050070060","1668 Old Cypress Trail","450000.00","2045.00","4","2866.00","450000.00","2020-06-04","2020-06-08","2020-07-27","","","","","EASTWOOD OF WELLINGTON 3","","N","C","2020-07-27","450000.00","","",""
"RX-10626973","73424417060017840","9225 Dupont Place","445000.00","2888.00","22","3512.00","459900.00","2020-06-01","2020-06-23","2020-07-24","","","","","OLYMPIA 2","","N","C","2020-07-27","459900.00","","",""
"RX-10634140","73424417020007820","2622 Sawyer Terrace","439000.00","2573.00","7","3021.00","439000.00","2020-06-26","2020-07-03","2020-07-24","","","","","OLYMPIA 2","","N","C","2020-07-27","439000.00","","",""
"RX-10625410","73414402030070030","12140 Sycamore Lane","367500.00","1520.00","8","2394.00","375000.00","2020-05-25","2020-06-02","2020-07-27","","","","","SOUTH SHORE 4 OF WELLINGTON","","N","C","2020-07-27","375000.00","","",""
"RX-10629406","73414404010780010","1797 Wisteria Street","385000.00","1974.00","7","2820.00","390000.00","2020-06-09","2020-06-16","2020-07-27","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-27","390000.00","","",""
"RX-10625780","73414404010240180","637 Oleaster Avenue","360000.00","1761.00","32","2355.00","387500.00","2020-05-27","2020-06-28","2020-07-23","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-28","387500.00","","",""
"AX-10824272","73414403030050030","12101 Tumbleweed Court","475000.00","2636.00","90","3754.00","489000.00","2020-02-28","2020-05-28","2020-07-24","","","","","PINEWOOD EAST 2 OF WELLIN","","","C","2020-07-28","489000.00","","",""
"RX-10626629","72414401030010110","121 Berenger Walk","407000.00","2742.00","32","3350.00","419999.00","2020-05-31","2020-07-02","2020-07-27","","","","","VICTORIA GROVES","","N","C","2020-07-28","425000.00","","",""
"RX-10608893","73414413080001720","3092 Florence Street","524000.00","2459.00","105","3161.00","535000.00","2020-03-12","2020-06-25","2020-07-28","","","","","Castellina","","N","C","2020-07-28","574800.00","","",""
"RX-10642377","73414419010050230","15130 Sunnyland Lane","12250000.00","7420.00","0","11068.00","12250000.00","2020-07-28","2020-07-28","2020-07-28","","","","","PALM BEACH POINT","","N","C","2020-07-28","12250000.00","","",""
"RX-10534001","73414415080000380","12539 Mallet Circle","675000.00","1692.00","422","2434.00","699000.00","2019-05-27","2020-07-22","2020-07-23","","","","","CHUKKER COVE P B POLO & CNTRY CLUB WELL","","N","C","2020-07-29","750000.00","","",""
"RX-10629903","73414407040000340","1720 N Lakefield North Court","455000.00","2039.00","5","2572.00","450000.00","2020-06-11","2020-06-16","2020-07-28","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","C","2020-07-29","450000.00","","",""
"AX-10771725","73414419010020060","15835 Imperial Point Lane","2390000.00","3223.00","213","7005.00","2750000.00","2019-11-12","2020-06-12","2020-07-06","","","","","PALM BEACH POINT","","","C","2020-07-29","2750000.00","","",""
"RX-10634323","73414407020110040","15565 Meadow Wood Drive","617500.00","3170.00","0","4370.00","625000.00","2020-06-28","2020-06-28","2020-07-29","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTON","","N","C","2020-07-29","625000.00","","",""
"RX-10602670","73424418010005140","9826 Shepard Place","385000.00","2325.00","41","3987.00","399900.00","2020-02-19","2020-03-31","2020-05-21","","","","","OLYMPIA","","N","C","2020-07-29","399900.00","","",""
"RX-10635665","73414404010240140","13782 Exotica Lane","444500.00","2159.00","5","2982.00","444500.00","2020-07-02","2020-07-07","2020-07-29","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2020-07-29","444500.00","2020-07-03","",""
"RX-10602680","73414426030000030","4461 Mariners Cove Drive","545000.00","3388.00","132","4540.00","549900.00","2020-02-19","2020-06-30","2020-07-29","","","","","ISLES AT WELLINGTON 2","","N","C","2020-07-30","560000.00","","",""
"AX-10861461","73414406030002540","551 Cypress Green Circle","550000.00","3158.00","45","4344.00","575000.00","2020-05-19","2020-07-03","2020-07-30","","","","","BINKS FOREST OF THE LANDI","","","C","2020-07-30","575000.00","","",""
"RX-10629337","73414331010000200","15694 Bent Creek Road","480000.00","2337.00","4","3150.00","489900.00","2020-06-09","2020-06-13","2020-07-30","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2020-07-30","489900.00","","",""
"RX-10610451","73414407020030290","1445 Wood Row Way","528800.00","2758.00","91","3804.00","537747.00","2020-03-17","2020-06-16","2020-07-30","","","","","MEADOW WOOD","","N","C","2020-07-30","600000.00","","",""
"RX-10617497","73424417020013040","2670 Danforth Terrace","481116.00","3963.00","64","4942.00","479900.00","2020-04-19","2020-06-22","2020-07-29","","","","","OLYMPIA 2","","N","C","2020-07-30","494900.00","","",""
"RX-10626649","Parcel Id # 73414401040070560","1234 Bay View Way Way","492500.00","2693.00","11","3389.00","525000.00","2020-05-30","2020-06-10","2020-07-30","","","","","Black Diamond - Please see community documents to verify provided community information.","","N","C","2020-07-31","525000.00","","",""
"RX-10617902","73414426060000080","4644 Windward Cove Lane","435000.00","2821.00","71","3415.00","445000.00","2020-04-23","2020-07-03","2020-07-31","","","","","ISLES AT WELLINGTON PL","","N","C","2020-07-31","450000.00","","",""
"RX-10618557","73414411050020120","1267 Summerwood Circle","405000.00","1737.00","57","2202.00","410000.00","2020-04-27","2020-06-23","2020-07-31","","","","","EASTWOOD OF WELLINGTON 3","","N","C","2020-07-31","410000.00","","",""
"RX-10625304","73414418030000030","2518 Country Golf Drive","355000.00","2606.00","42","4290.00","365000.00","2020-05-25","2020-07-13","2020-07-31","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 2B","","N","C","2020-07-31","364999.00","","",""
"AX-10857509","73414401040070200","1199 Bay View Way","480000.00","3823.00","44","4727.00","490000.00","2020-05-11","2020-06-24","2020-07-31","","","","","BLACK DIAMOND PH 2","","","C","2020-07-31","490000.00","","",""
"RX-10625115","73414410300000400","1344 Waterway Cove Drive","327000.00","1585.00","26","2025.00","328500.00","2020-05-24","2020-06-19","2020-07-31","","","","","WATERWAY COVE OF WELLINGTON","","N","C","2020-07-31","328500.00","","",""
"RX-10615766","73414413080001020","4158 Siena Circle","895000.00","2561.00","73","3700.00","949000.00","2020-04-12","2020-06-24","2020-07-31","","","","","CASTELLINA","","N","C","2020-07-31","987000.00","","",""
"FX-10217915","73414408010410020","1442 Clydesdale Avenue","1615000.00","5721.00","119","","1850000.00","2020-02-20","2020-06-18","2020-07-31","","","","","Paddock Park","","","C","2020-07-31","1950000.00","","",""
"RX-10628502","00424419090000010","3261 Lago De Talavera","650000.00","3844.00","10","4889.00","675000.00","2020-06-05","2020-06-15","2020-07-31","","","","","TALAVERA","","N","C","2020-07-31","675000.00","","",""
"RX-10629267","73414411020040120","11548 Tern Ct Court","384000.00","1747.00","2","2682.00","380000.00","2020-06-09","2020-06-11","2020-07-31","","","","","EASTWOOD OF WELLINGTON","","N","C","2020-07-31","380000.00","","",""
"RX-10631589","73424417050005130","8418 Xanthus Lane","420000.00","2001.00","3","2687.00","425000.00","2020-06-17","2020-06-29","2020-07-31","","","","","VILLAGEWALK OF WELLINGTON","","N","C","2020-08-01","425000.00","2020-06-26","",""
"RX-10610008","73414426040000500","11766 Osprey Point Circle","750000.00","4275.00","83","5696.00","799000.00","2020-03-12","2020-06-03","2020-07-31","","","","","ISLES AT WELLINGTON 3","","N","C","2020-08-01","850000.00","","",""
"RX-10636047","73424417020016650","9511 Mcaneeny Court","600000.00","2745.00","7","3665.00","649000.00","2020-07-02","2020-07-09","2020-07-30","","","","","PAYSON","","N","C","2020-08-01","649000.00","","",""
"RX-10627936","73414332030180080","14722 Stirrup Lane","666750.00","3459.00","33","4823.00","678300.00","2020-06-04","2020-07-07","2020-07-31","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","C","2020-08-02","678300.00","","",""
"RX-10559594","73414415030000140","2562 Muir Circle","660000.00","2109.00","259","2782.00","735000.00","2019-09-09","2020-05-25","2020-08-03","","","","","MUIRFIELD 3","","N","C","2020-08-03","789000.00","","",""
"RX-10638621","73414423100000660","11314 Edgewater Circle","315000.00","2595.00","2","3394.00","315000.00","2020-07-14","2020-07-16","2020-08-03","","","","","ORANGE POINT 1","","N","C","2020-08-03","315000.00","","",""
"RX-10618668","73414410050010071","12654 Westhampton Circle","360000.00","1697.00","32","2068.00","365000.00","2020-04-28","2020-06-15","2020-08-03","","","","","SOUTH SHORE 3 OF WELLINGTON","","N","C","2020-08-03","370000.00","","",""
"RX-10603780","73424417020017190","9481 Mcaneeny Court","650000.00","3926.00","111","5111.00","699900.00","2020-02-25","2020-06-15","2020-06-16","","","","","OLYMPIA 2","","N","C","2020-08-03","799900.00","","",""
"AX-10846948","73424417020013040","2670 Danforth Terrace","481116.00","3963.00","64","4942.00","479900.00","2020-04-16","2020-06-19","2020-07-29","","","","","OLYMPIA 2","","","C","2020-08-03","494900.00","","",""
"RX-10629219","73424407030002970","2202 Stotesbury Way","930000.00","5858.00","15","6854.00","948800.00","2020-06-09","2020-06-24","2020-08-03","","","","","OLYMPIA","","N","C","2020-08-04","948800.00","","",""
"RX-10502694","73414418010140160","15590 Chandelle Place","1950000.00","2624.00","377","5474.00","2295000.00","2019-02-07","2020-02-19","2020-08-04","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","C","2020-08-04","2595000.00","","",""
"RX-10618813","73414424050000410","10278 Medicis Place SW 10278","525000.00","3486.00","9","4350.00","529900.00","2020-04-28","2020-05-07","2020-07-23","","","","","VERSAILLES","","N","C","2020-08-04","539900.00","","",""
"RX-10633463","73414409020220060","1631 Farmington Circle","424000.00","2108.00","4","2918.00","439000.00","2020-06-24","2020-06-29","2020-08-03","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2020-08-04","449000.00","2020-06-25","",""
"RX-10629778","73414423080000140","3796 Miramontes Circle","365000.00","1922.00","9","2578.00","370000.00","2020-06-10","2020-06-19","2020-08-05","","","","","ORANGE POINT TR A","","N","C","2020-08-05","380000.00","","",""
"RX-10605109","73414402010030290","833 Rambling Drive Circle","520000.00","2224.00","98","2342.00","549000.00","2020-02-28","2020-06-05","2020-08-04","","","","","PALM BEACH LITTLE RANCHES","","N","C","2020-08-05","549000.00","","",""
"RX-10632185","73414423130000240","11587 Waterbend Court","553000.00","3258.00","3","4278.00","549000.00","2020-06-19","2020-06-22","2020-07-23","","","","","Grand Isles -	ORANGE POINT TR C-1","","N","C","2020-08-05","549000.00","","",""
"RX-10626104","00424419090000030","3277 Lago De Talavera","427500.00","4381.00","12","5634.00","441400.00","2020-05-28","2020-06-09","2020-08-05","","","","","TALAVERA","","N","C","2020-08-05","441400.00","2020-05-29","",""
"FX-10221093","73424407050023580","9733 Via Elegante","352000.00","2229.00","84","2905.00","365000.00","2020-03-09","2020-06-01","2020-07-31","","","","","Buena Vida","","","C","2020-08-06","375000.00","","",""
"RX-10624741","73424407030000280","8983 Alexandra Circle","425000.00","2325.00","16","4230.00","425000.00","2020-05-22","2020-06-07","2020-08-05","","","","","OLYMPIA 1","","N","C","2020-08-06","425000.00","","",""
