"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"RX-10509452","73404413000003381","16688 Rustic Road","","2019.00","151","2986.00","795000.00","2019-03-01","","","","","","","Rustic Ranches","","N","E","2019-07-30","795000.00","","",""
"RX-10477483","73414418010010070","2090 Windsock Way","","3880.00","272","7123.00","1390000.00","2018-11-01","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-07-31","1477000.00","","",""
"RX-10505374","73414331010000180","219 Button Bush Lane","","2314.00","165","2952.00","430000.00","2019-02-16","","","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","E","2019-07-31","440000.00","","",""
"RX-10495088","73414413080000820","10375 Pisa Road","","2561.00","198","3700.00","700000.00","2019-01-14","","","","","","","Castellina","","N","E","2019-07-31","752000.00","","",""
"RX-10513973","73414411020030100","11681 Turnstone Drive","","2215.00","135","2975.00","378999.00","2019-03-18","","","","","","","EASTWOOD OF WELLINGTON","","N","E","2019-07-31","415999.00","","",""
"RX-10488644","73414409030001290","2287 Sunderland Avenue","","2975.00","225","4222.00","599000.00","2018-12-14","","","","","","","GREENVIEW COVE OF WELLINGTON","","N","E","2019-07-31","690000.00","","","2019-07-10"
"RX-10462319","00414425170000350","4139 Laurel Estates Way","","3183.00","327","4059.00","339000.00","2018-09-07","","","","","","","WYCLIFFE TR L","","N","E","2019-07-31","389000.00","","",""
"RX-10512049","73424407050023280","9373 Via Elegante","","1851.00","1","2611.00","349000.00","2019-03-11","","","","","2019-03-12","","BUENA VIDA","","N","E","2019-07-31","349000.00","","",""
"RX-10530359","73414409010050130","13521 Northumberland Circle","","1985.00","79","2746.00","357500.00","2019-05-14","","","","","","","GREENVIEW SHORES","","N","E","2019-08-01","365000.00","","",""
"RX-10454749","73414422010000670","12449 Equine Lane","","4273.00","83","5731.00","999000.00","2018-08-10","","","","","2018-11-01","","EQUESTRIAN CLUB","","N","E","2019-08-04","999000.00","","",""
"RX-10453547","73414415150000182","12490 Sunnydale Drive","","2791.00","365","3824.00","875000.00","2018-08-06","","","","","","","HUNTERS CHASE OF PALM BEACH POLO & COUNT","","N","E","2019-08-06","875000.00","","",""
"RX-10502181","73414407050000660","1929 S Club Drive","","3031.00","83","4376.00","699000.00","2019-02-05","","","","","2019-04-29","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3A","","N","E","2019-08-08","699000.00","","",""
"RX-10521674","73414409020420090","12898 Buckland Street","","2218.00","123","2984.00","429000.00","2019-04-11","","","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","E","2019-08-12","435000.00","","",""
"RX-10504207","73424407030001790","8992 Biddle Court","","3662.00","103","4558.00","525000.00","2019-02-12","","","","","2019-05-26","","OLYMPIA","","N","E","2019-08-12","525000.00","","",""
"RX-10505778","73414418010170120","15880 Weatherly Road","","3747.00","176","7446.00","995000.00","2019-02-18","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-08-13","995000.00","","","2019-08-13"
"RX-10429623","73414404060030010","13181 La Mirada Circle","","2649.00","103","3507.00","450000.00","2018-05-06","","","","","2018-08-17","","Pinewood Grove","","N","E","2019-08-16","479900.00","","",""
"RX-10506094","73414410030010030","1475 Sailboat Circle","","2400.00","181","4240.00","514000.00","2019-02-19","","","","","","","SAILBOAT POINT OF WELLINGTON","","N","E","2019-08-19","524000.00","","",""
"RX-10507258","73414418010170020","15725 Boeing Court","","5010.00","178","6542.00","1430000.00","2019-02-22","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-08-19","1430000.00","","",""
"RX-10474307","73414409010010250","13678 Callington Drive","","2200.00","304","2200.00","489999.00","2018-10-20","","","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","E","2019-08-20","499999.00","","",""
"RX-10385198","73414418010190050","15950 Britten Lane","","4353.00","631","8420.00","2190000.00","2017-11-27","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-08-20","1850000.00","","",""
"RX-10506733","73424407030003590","9601 Worswick Court","","3963.00","30","5334.00","574900.00","2019-02-20","","","","","2019-03-22","","OLYMPIA 1","","N","E","2019-08-20","574900.00","","",""
"RX-10460513","73414403100000480","12410 Sawgrass Court","","2145.00","153","2882.00","385000.00","2018-08-29","","","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","E","2019-08-23","399900.00","","","2019-08-23"
"RX-10507964","73424407030001270","9086 Alexandra Circle","","3118.00","186","4314.00","460000.00","2019-02-25","","","","","","","OLYMPIA 1","","N","E","2019-08-30","475000.00","","",""
"RX-10524300","73414420050000160","3630 Jappeloup Lane","","4041.00","130","5777.00","3850000.00","2019-04-23","","","","","","","EQUESTRIAN CLUB ESTATES 1","","N","E","2019-08-31","3850000.00","","",""
"RX-10472002","73414408010280040","14335 Halter Road","","4607.00","323","6622.00","1245000.00","2018-10-12","","","","","","","PADDOCK PARK 2","","N","E","2019-08-31","1295000.00","","",""
"RX-10523160","73424407030001300","9073 Alexandra Circle","","3118.00","135","4414.00","456000.00","2019-04-18","","","","","","","OLYMPIA 1","","N","E","2019-08-31","459000.00","","",""
"RX-10510919","73414408010420020","14965 Oatland Court","","4158.00","187","8279.00","1890000.00","2019-03-06","","","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","E","2019-09-09","1890000.00","","",""
"RX-10492928","73424407050023760","9949 Via Elegante","","2364.00","228","3036.00","409000.00","2019-01-07","","","","","2019-08-31","","BUENA VIDA","","N","E","2019-09-09","409000.00","","","2019-08-30"
"FX-10166558","73414404010510230","14166 Aster Avenue","","2075.00","183","","379900.00","2019-03-11","","","","","","","Sugar Pond Manor Wellingt","","","E","2019-09-11","395000.00","","",""
"RX-10550925","00424419090000130","3357 E Lago De Talavera","","3895.00","40","4942.00","599000.00","2019-08-01","","","","","","","TALAVERA","","N","E","2019-09-10","619900.00","","",""
"RX-10465599","73414420050000040","3480 Ambassador Road","","4838.00","342","6100.00","5395000.00","2018-09-19","","","","","2019-08-27","","EQUESTRIAN CLUB ESTATES 1","","N","E","2019-09-19","5900000.00","","",""
"RX-10471066","73414422000003050 & 73414422000003040","13176 & 13180 Southfields Road","","2550.00","340","19506.00","30000000.00","2018-10-09","","","","","","","NA","","N","E","2019-09-14","30000000.00","","",""
"RX-10515149","73414333010050040","13768 Doubletree Trail","","2567.00","35","3677.00","679000.00","2019-03-22","","","","","2019-04-26","","PINEWOOD OF WELLINGTON","","N","E","2019-09-16","705000.00","","",""
"RX-10465404","73414420060000380","14205 Stroller Way","","2571.00","365","3498.00","2200000.00","2018-09-18","","","","","","","Equestrian Club Estates","","N","E","2019-09-18","2500000.00","","",""
"RX-10391494","73414422010000340","12459 Equine Lane","","3474.00","164","4581.00","775000.00","2017-12-23","","","","","2018-06-15","","EQUESTRIAN CLUB","","N","E","2019-09-18","775000.00","","","2018-04-16"
"RX-10514692","73414409030001170","2330 Sunderland Avenue","","3515.00","184","4760.00","749000.00","2019-03-20","","","","","","","POLO WEST ESTATES/GREENVIEW COVE OF WELLINGTON","","N","E","2019-09-20","749000.00","","",""
"RX-10540478","73414424050002090","10436 Trianon Place","","3732.00","92","4836.00","685000.00","2019-06-20","","","","","","","VERSAILLES","","N","E","2019-09-20","685000.00","","",""
"RX-10466040","73414417010580020","2856 Appaloosa Trail","","2651.00","185","3554.00","3600000.00","2018-09-21","","","","","2019-03-25","","SADDLE TRAIL PARK OF WELLINGTON","","N","E","2019-09-20","3600000.00","","",""
"RX-10502562","73414408010330040","14942 Paddock Drive","","3540.00","128","5733.00","895000.00","2019-02-03","","","","","2019-06-11","","PADDOCK PARK 2 OF WELLINGTON","","N","E","2019-09-29","949000.00","","",""
"RX-10504390","73414407020020090","15410 15410 Woodmar Court Court","","2591.00","233","3559.00","640000.00","2019-02-09","","","","","","","MEADOW WOOD OF THE LANDING AT WELLINGTON","","N","E","2019-09-30","640000.00","","",""
"RX-10464941","73414403080080030","792 Windtree Way","","1333.00","202","2015.00","322900.00","2018-09-18","","","","","2019-04-08","","Pinewood East","","N","E","2019-10-01","339000.00","","",""
"RX-10500579","00424419090000170","3389 Lago De Talavera","","4381.00","200","5634.00","650000.00","2019-01-31","","","","","","","TALAVERA","","N","E","2019-08-19","650000.00","","",""
"RX-10466529","73414404010510610","13976 Aster Avenue","","1613.00","128","2242.00","319000.00","2018-09-20","","","","","","","SUGAR POND MANOR OF WELLINGTON","","N","E","2019-10-04","250000.00","","","2019-08-09"
"RX-10527516","73414332030040160","14870 Horseshoe Trace","","4589.00","152","5437.00","965000.00","2019-05-05","","","","","","","PADDOCK PARK NO 1 OF WELLINGTON","","N","E","2019-10-04","965000.00","","",""
"RX-10469572","73414419010050090","15390 Ocean Breeze Lane","","4946.00","365","7191.00","3800000.00","2018-10-04","","","","","","","Palm Beach Point","","N","E","2019-10-04","4600000.00","","",""
"RX-10519571","73414424050000260","3596 Birague Drive","","3819.00","75","4527.00","598888.00","2019-04-06","","","","","2019-06-20","","VERSAILLES","","N","E","2019-10-05","598888.00","","",""
"RX-10428663","73414408010450020","14432 Wellington Trace","","4218.00","357","6037.00","1300000.00","2018-05-03","","","","","","","Paddock Park II of Wellington","","N","E","2019-10-09","1500000.00","","","2019-08-15"
"RX-10476089","73414418010090090","15520 Grumman Court","","7585.00","350","12778.00","3500000.00","2018-10-26","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-10-11","3500000.00","","",""
"RX-10548749","73424407030004200","9792 Woodworth Court","","2104.00","81","3176.00","400000.00","2019-07-23","","","","","","","OLYMPIA 1","","N","E","2019-10-12","400000.00","","",""
"RX-10530307","73414404010750330","13941 Geranium Place","","1899.00","48","2891.00","347000.00","2019-05-14","","","","","2019-07-01","","SUGAR POND MANOR OF WELLINGTON","","N","E","2019-10-12","374000.00","","",""
"RX-10478564","73414414050000040","2068 Wightman Drive","","2244.00","346","3067.00","649000.00","2018-11-01","","","","","","","GOLF AND TENNIS VILLAGE PH 3","","N","E","2019-10-13","649000.00","","",""
"RX-10525263","73414418010050040","15355 Emmelman Road","","2404.00","190","3426.00","698800.00","2019-04-22","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-10-29","729800.00","","","2019-10-29"
"RX-10528297","73414122010000850","12369 Equine Lane","","3474.00","161","4581.00","695000.00","2019-05-07","","","","","","","Equestrian Club","","N","E","2019-10-15","704000.00","","",""
"RX-10523083","73414331030000610","15738 Glen Willow Lane","","2642.00","113","3404.00","509500.00","2019-04-18","","","","","2019-08-09","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","E","2019-10-17","509500.00","","",""
"RX-10473924","73414423080001370","3705 Miramontes Circle","","2114.00","364","2728.00","378500.00","2018-10-19","","","","","","","ORANGE POINT  GRAND ISLES","","N","E","2019-10-18","394900.00","","",""
"RX-10547689","73424417020007270","2663 Sawyer Terrace","","2445.00","9","2893.00","390000.00","2019-07-18","","","","","2019-09-10","","Olympia 02","","N","E","2019-10-18","390000.00","","","2019-09-09"
"RX-10524920","73424417020009130","2935 Shaughnessy Drive","","3118.00","28","4314.00","499900.00","2019-04-25","","","","","2019-05-23","","OLYMPIA 2","","N","E","2019-10-24","499900.00","","","2019-05-03"
"RX-10508262","73414406030000780","15923 Cypress Park Drive","","3146.00","241","4332.00","500000.00","2019-02-26","","","","","","","BINKS FOREST / THE LANDINGS AT WELLINGTON","","N","E","2019-11-06","600000.00","","","2019-11-06"
"RX-10517551","00424419090000620","3390 Lago De Talavera","","4705.00","20","5697.00","649000.00","2019-03-29","","","","","2019-04-18","","TALAVERA","","N","E","2019-10-30","649000.00","","",""
"RX-10533764","73414424050003130","10658 Versailles Boulevard","","5043.00","156","6300.00","879000.00","2019-05-28","","","","","","","VERSAILLES","","N","E","2019-10-31","985000.00","","",""
"RX-10518388","73414422010001480","12294 Equine Lane","","4342.00","213","5494.00","895000.00","2019-04-01","","","","","","","EQUESTRIAN CLUB","","N","E","2019-10-31","1200000.00","","",""
"RX-10492151","73414413080001520","10570 Pisa Road","","2459.00","255","3241.00","649000.00","2019-01-03","","","","","2019-09-15","","CASTELLINA","","N","E","2019-10-31","679000.00","","",""
"RX-10450636","73414419010020060","15835 Imperial Point Lane","","3223.00","402","7005.00","2750000.00","2018-07-25","","","","","","","PALM BEACH POINT","","N","E","2019-11-08","3200000.00","","","2019-11-08"
"FX-10145361","73414413080001050","3994 Siena Circle","","3220.00","395","","795000.00","2018-10-13","","","","","","","Castellina","","","E","2019-11-13","822500.00","","",""
"RX-10545642","73414424050000540","10325 Medicis Place","","3576.00","123","4543.00","529900.00","2019-07-10","","","","","","","VERSAILLES","","N","E","2019-11-10","549900.00","","",""
"RX-10449436","73414412050000060","1683 Carriage Brooke Drive","","1662.00","364","2214.00","319000.00","2018-07-20","","","","","2019-08-16","","WELLINGTONS EDGE PAR 77 PH 1","","N","E","2019-11-11","320000.00","","",""
"RX-10531783","73414401040061000","10609 Old Hammock Way","","3130.00","177","4089.00","450000.00","2019-05-20","","","","","","","BLACK DIAMOND PH 2","","N","E","2019-11-13","460000.00","","",""
"RX-10481868","00404327020000440","19059 Fly Rod Run","","3178.00","364","4281.00","690357.00","2018-11-16","","","","","","","ARDEN","","N","E","2019-11-15","632400.00","","",""
"RX-10482117","00404327020000190","19058 Fly Rod Run","","4250.00","362","5647.00","1212240.00","2018-11-18","","","","","","","ARDEN","","N","E","2019-11-15","1100000.00","","",""
"RX-10492272","73414415180000120","12832 Mizner Way","","4492.00","315","5864.00","1875000.00","2019-01-04","","","","","","","MIZNER ESTATES","","N","E","2019-11-15","1975000.00","","",""
"FX-10153565","73414426050000400","11679 Paradise Cove Lane","","4177.00","345","","679900.00","2018-12-10","","","","","","","Isles At Wellington 04","","","E","2019-11-21","750000.00","","",""
"RX-10483441","00404327020000430","19065 Fly Rod Run","","3179.00","361","4376.00","677285.00","2018-11-26","","","","","","","ARDEN","","N","E","2019-11-22","634600.00","","",""
"RX-10533289","73414416110000620","2365 Stonegate Drive","","2988.00","38","3811.00","549900.00","2019-05-24","","","","","2019-07-01","","STONEGATE OF WELLINGTON","","N","E","2019-11-23","549900.00","","",""
"FX-10197542","73414424050001490","10337 Trianon Place","","2812.00","466","","525000.00","2019-10-03","","","","","","","VERSAILLES","","","E","2021-01-12","525000.00","","",""
"RX-10533973","73414404010010160","916 Sage Avenue","","2432.00","135","2980.00","419000.00","2019-05-28","","","","","2019-10-10","","SUGAR POND MANOR OF WELLINGTON","","N","E","2019-11-28","425000.00","","",""
"RX-10531403","73414404010740480","1875 Primrose Lane","","2660.00","122","3130.00","425000.00","2019-05-17","","","","","2019-09-16","","SUGAR POND MANOR OF WELLINGTON","","N","E","2019-11-29","425000.00","","",""
"RX-10521381","73414333010020040","296 Wychmere Terrace","","4692.00","233","6197.00","749900.00","2019-04-11","","","","","","","PINEWOOD OF WELLINGTON","","N","E","2019-11-30","799999.00","","",""
"RX-10541384","73414424050002840","10766 Versailles Boulevard","","5717.00","159","6978.00","1225000.00","2019-06-24","","","","","","","VERSAILLES","","N","E","2019-11-30","1225000.00","","",""
"RX-10554585","73414407060000110","15920 Lisbon Court","","2784.00","106","4035.00","499000.00","2019-08-15","2019-11-08","","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3B","N","N","E","2019-12-04","519900.00","","",""
"RX-10534272","73414423080001560","3621 Miramontes Circle","","1921.00","28","2577.00","364900.00","2019-05-29","","","","","2019-06-26","","Grand Isles","","N","E","2019-12-03","364900.00","","",""
"RX-10537406","73414401020010010","1229 Creekside Drive","","4066.00","139","5207.00","590000.00","2019-06-10","","","","","2019-10-27","","BLACK DIAMOND PH 1","","N","E","2019-12-03","599000.00","","",""
"RX-10538334","73414411030040320","1020 Larch Way","","2127.00","17","3001.00","375000.00","2019-06-12","","","","","2019-06-29","","EASTWOOD OF WELLINGTON 2","","N","E","2019-12-11","375000.00","","","2019-06-29"
"RX-10538465","73414407090000930","15156 Newquay Court","","2627.00","183","3200.00","475000.00","2019-06-12","","","","","","","LAKEFIELD OF THE LANDINGS","","N","E","2019-12-12","495000.00","","",""
"RX-10504748","73414415090000040","2410 Muir Circle","","4729.00","302","5818.00","1425000.00","2019-02-14","","","","","","","Muirfield 5 Palm Beach Polo Club","","N","E","2019-12-13","1425000.00","","",""
"RX-10446276","73414403030050080","12140 Tumbleweed Court","","1889.00","524","2825.00","397000.00","2018-07-09","","","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","E","2019-12-15","447000.00","","",""
"RX-10487064","73424417020009790","9768 Roche Place","","3321.00","364","4136.00","499000.00","2018-12-07","","","","","2019-12-06","","OLYMPIA 2","","N","E","2019-12-19","595000.00","","",""
"RX-10546920","73414332030150040","504 Pinto Circle","","3049.00","153","4415.00","750000.00","2019-07-20","","","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","E","2019-12-20","785000.00","","",""
"RX-10579635","73414418010050040","15355 Emmelman Road","","2404.00","32","3426.00","697000.00","2019-11-19","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2019-12-21","697000.00","","","2019-12-20"
"AX-10744060","73414424050001590","10301 Trianon Place","","3327.00","92","4334.00","569900.00","2019-09-22","","","","","","","VERSAILLES","","","E","2019-12-24","574900.00","","",""
"RX-10550171","73414408010270020","14598 Halter Road","","2964.00","153","3933.00","1325000.00","2019-07-28","","","","","","","Paddock Park 2","","N","E","2019-12-28","1325000.00","","",""
"FX-10173168","73424417020008070","9841 Scribner Lane","","2573.00","260","3021.00","359000.00","2019-04-15","","","","","","","Olympia","","","E","2020-01-01","399000.00","","",""
"FX-10181644","73424418010005480","9852 Woolworth Court","","3035.00","195","4802.00","499999.00","2019-06-19","","","","","","","Olympia Ph 01 Prcl L Repl","","","E","2020-01-01","508900.00","","",""
"RX-10567143","73414418010110060","2835 Greenbriar Boulevard","","2267.00","92","3017.00","725000.00","2019-10-04","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2020-01-04","747000.00","","",""
"RX-10429279","73414408010320040","1401 Pelham Road","","3882.00","599","5414.00","1995000.00","2018-05-05","","","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","E","2019-12-31","2150000.00","","",""
"RX-10461463","73414408010500040","1633 Trotter Court","","4288.00","473","8843.00","2325000.00","2018-09-05","","","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","E","2019-12-31","2350000.00","","",""
"RX-10549462","73414426010000090","4202 Bahia Isle Circle","","3243.00","159","4383.00","465000.00","2019-07-25","","","","","","","THE ISLES","","N","E","2019-12-31","475000.00","","",""
"RX-10445152","73424417070006420","8073 Kaliko Lane","","2502.00","368","3366.00","480000.00","2018-07-05","","","","","2019-11-02","","VillageWalk","","N","E","2020-01-05","475000.00","","",""
"RX-10370831","73414427000001010","4101 S 120th Avenue","","1397.00","363","5915.00","3499999.00","2017-10-04","","","","","2018-10-02","","Acreage & Unrec","","N","E","2019-12-31","3999999.00","","",""
"RX-10488226","73414408010420080","14344 Draft Horse Lane","","2484.00","193","4053.00","995000.00","2018-12-10","","","","","2019-06-22","","PADDOCK PARK 2 OF WELLINGTON","","N","E","2019-12-31","995000.00","","","2019-01-17"
"RX-10489600","73414408010420060","1782 Clydesdale Avenue","","2703.00","76","5799.00","2495000.00","2018-12-18","","","","","2019-03-04","","PADDOCK PARK 2 OF WELLINGTON","","N","E","2019-12-31","2499000.00","","","2019-02-24"
"RX-10507609","73424417020011470","9523 Phipps Lane","","3813.00","132","4829.00","499999.00","2019-02-24","","","","","2019-07-06","","OLYMPIA 2","","N","E","2019-12-31","499999.00","","",""
"RX-10511586","73414404010790090","1852 Wisteria Street","","1894.00","286","2850.00","409900.00","2019-03-10","","","","","2019-12-21","","SUGAR POND MANOR OF WELLINGTON","","N","E","2019-12-31","424900.00","","","2019-09-11"
"RX-10532987","73414407060000220","1861 Corsica Drive","","2004.00","157","2840.00","415000.00","2019-05-21","","","","","2019-10-25","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3B","","N","E","2019-12-31","415000.00","","",""
"RX-10555454","73414402030100063","1296 White Pine Drive","","1311.00","2","1591.00","212000.00","2019-08-20","","","","","2019-08-22","","SOUTH SHORE 4 OF WELLINGTON","","N","E","2019-12-31","212000.00","","",""
"RX-10538749","73414404060010100","13229 La Mirada Circle","","3118.00","183","4055.00","399900.00","2019-06-14","","","","","","","PINEWOOD GROVE OF WELLINGTON","","N","E","2020-01-08","515000.00","","","2020-01-08"
"RX-10494308","73414333010030150","13138 Doubletree Circle","","6768.00","364","8225.00","1100000.00","2019-01-10","","","","","","","PINEWOOD OF WELLINGTON","","N","E","2020-01-09","1185000.00","","",""
"RX-10496196","73414421080000050","3611 Aiken Court","","5583.00","358","7614.00","2900000.00","2019-01-16","","","","","","","SOUTHFIELDS","","N","E","2020-01-09","2900000.00","","",""
"RX-10578941","73414409010010250","13678 Callington Drive","","2213.00","54","2746.00","469900.00","2019-11-17","","","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","E","2020-01-10","479900.00","","",""
"AX-10704516","73414403190601000","13040 Sheridan Terrace","","1743.00","185","2358.00","359000.00","2019-07-10","","","","","","","Monetrey On The Lake","","","E","2020-01-12","385000.00","","",""
"RX-10490074","73414427000007120","12750 Indian Mound Road","","800.00","230","19116.00","5900000.00","2018-12-21","","","","","2019-08-08","","South Wellington","","N","E","2020-01-15","5900000.00","","",""
"RX-10541576","73414418010150100","15910 Lindbergh Lane","","3232.00","205","4586.00","839000.00","2019-06-25","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","E","2020-01-16","959000.00","","",""
"RX-10575624","73424418010005140","9826 Shepard Place","","2325.00","87","3987.00","415000.00","2019-11-05","","","","","","","OLYMPIA","","N","E","2020-01-31","415000.00","","",""
"RX-10545496","73414334010010060","12677 Pineacre Lane","","4010.00","164","5230.00","759900.00","2019-07-10","","","","","2020-01-16","","PINEWOOD EAST OF WELLINGTON","","N","E","2020-01-31","749900.00","","","2019-12-27"
"RX-10444555","73414428000005130","4560 South Shore Boulevard","","2803.00","467","8192.00","3985000.00","2018-07-02","","","","","2019-12-27","","Palm Glade Ranches","","N","E","2020-02-01","4985000.00","","","2019-12-27"
"RX-10583862","73414424050001410","10371 Trianon Place","","4165.00","32","5280.00","789000.00","2019-12-08","","","","","2020-01-09","","Versailles","","N","E","2020-02-03","789000.00","","",""
"RX-10501734","73414413080000770","10505 Pisa Road","","3254.00","225","4804.00","905000.00","2019-02-04","","","","","2019-09-17","","Castellina","","N","E","2020-02-04","925000.00","","",""
"RX-10549762","73414422010001010","12297 Equine Lane","","3740.00","183","4966.00","750000.00","2019-07-25","","","","","","","EQUESTRIAN CLUB","","N","E","2020-02-20","750000.00","","","2020-02-20"
"RX-10577590","73414406030000780","15923 Cypress Park Drive","","3146.00","90","4332.00","530000.00","2019-11-12","","","","","","","BINKS FOREST / THE LANDINGS AT WELLINGTON","","N","E","2020-02-10","515000.00","","",""
"FX-10190708","00414436050000260","10374 White Pinto Court","","2660.00","183","","379000.00","2019-08-21","","","","","","","Thoroughbred Lake Estates","","","E","2020-02-21","379000.00","","",""
"RX-10555879","73424407050023450","9577 Via Elegante","","1871.00","183","2611.00","459900.00","2019-08-21","","","","","","","BUENA VIDA","","N","E","2020-02-20","459900.00","","",""
"RX-10549707","73414332030090030","14237 Greentree Trail","","5984.00","188","7634.00","1299000.00","2019-07-24","","","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","E","2020-02-24","1350000.00","","",""
"RX-10515229","73414415150000090","12590 Sunnydale Drive","","3422.00","343","4273.00","995000.00","2019-03-22","","","","","","","HUNTERS CHASE OF PALM BEACH POLO & COUNTRY CLUB","","N","E","2020-02-28","1150000.00","","",""
"RX-10552866","73424407030002940","2178 Stotesbury Way","","4112.00","188","4937.00","634999.00","2019-08-08","","","","","","","OLYMPIA 1","","N","E","2020-02-28","659900.00","","","2020-02-07"
"RX-10589900","73414410310000110","2025 White Coral Court","","2224.00","44","2713.00","349999.00","2020-01-07","","","","","2020-02-22","","WELLINGTON TR 43","","N","E","2020-02-28","379999.00","","","2020-02-04"
"RX-10514408","73414424050003160","10650 Versailles Boulevard","","3732.00","63","4851.00","500000.00","2019-03-16","","","","","","","VERSAILLES","","N","E","2020-03-02","519900.00","","","2020-03-02"
"RX-10553460","73424407050022230","1908 Via Castello","","2364.00","156","3036.00","359000.00","2019-08-11","","","","","2020-01-14","","BUENA VIDA","","N","E","2020-02-29","359000.00","","",""
"RX-10563315","73424417020015830","2556 Treanor Terrace","","5537.00","122","6904.00","739000.00","2019-09-23","","","","","","","OLYMPIA","","N","E","2020-03-10","739000.00","","","2020-03-10"
"RX-10589795","73414409020700020","2598 Yarmouth Drive","","1544.00","63","2108.00","299000.00","2020-01-07","","","","","","","GREENVIEW SHORES NO 2 OF WELLINGTON","","N","E","2020-03-10","319990.00","","",""
"RX-10585006","73414424050002090","10436 Trianon Place","","3732.00","91","4836.00","659000.00","2019-12-12","","","","","","","VERSAILLES","","N","E","2020-03-12","685000.00","","",""
"RX-10561163","73424417020017310","2711 Cooper Way","","3345.00","30","4105.00","729000.00","2019-09-14","","","","","2019-10-14","","OLYMPIA 2","","N","E","2020-03-13","729000.00","","",""
"FX-10193618","73414424060020090","10673 Willow Oak Court","","2746.00","183","","400000.00","2019-09-13","","","","","","","Oakmont Estates","","","E","2020-03-15","455000.00","","",""
"RX-10570777","73414426020001130","4166 Wellington Shores Drive","","2951.00","139","3814.00","459900.00","2019-10-18","","","","","2020-03-05","","Wellington Shores","","N","E","2020-03-14","469000.00","","",""
"RX-10562949","73414423090000170","3704 Moon Bay Circle","","3162.00","107","4282.00","469900.00","2019-09-19","","","","","","","Grand Isles","","N","E","2020-03-18","469900.00","","",""
"RX-10418032","73414430000005040","15000 46th Lane","","10764.00","730","3002.00","4500000.00","2018-03-27","","","","","","","Palm Beach Point","","N","E","2020-03-26","4500000.00","","",""
"RX-10565612","73414423080000570","3672 Chesapeake Court","","2114.00","35","2800.00","365000.00","2019-10-01","","","","","2019-11-05","","ORANGE POINT TR A","","N","E","2020-03-26","375000.00","","",""
"RX-10565495","73404413000007100","16557 Deer Path Lane","","4982.00","181","8117.00","1699900.00","2019-09-30","","","","","","","Rustic Ranches","","N","E","2020-03-29","1699900.00","","",""
"RX-10529649","73414401040060640","10679 Old Hammock Way","","2811.00","88","3498.00","419990.00","2019-05-10","","","","","2019-08-06","","BLACK DIAMOND PH 2","","N","E","2020-03-29","419990.00","","","2019-06-10"
"RX-10565494","73404413000007100","16557 & 16627 Deer Path Lane","","9339.00","71","14330.00","2479000.00","2019-09-30","","","","","2019-12-10","","Rustic Ranches","","N","E","2020-03-29","2479000.00","","",""
"RX-10370226","73414409020670090","13949 Sheffield Court","","2603.00","909","3217.00","469900.00","2017-10-04","","","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","E","2020-03-31","474900.00","","",""
"RX-10514696","73414415070000330","2458 Players Court","","3224.00","302","3913.00","875000.00","2019-03-20","","","","","2020-04-08","","EAGLES LANDING OF P B POLO AND COUNTRY CLUB","","N","E","2020-04-09","875000.00","","",""
"RX-10547827","73414417010820060","14235 Equestrian Way","","5529.00","271","15204.00","6495000.00","2019-07-15","","","","","","","SADDLE TRAIL PARK OF WELLINGTON","","N","E","2020-04-11","6495000.00","","",""
