"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"RX-10901365","73414404010290020","13434 Columbine Avenue","","1809.00","20","2628.00","612900.00","2023-07-01","","","","","","","SUGAR POND MANOR OF WELLINGTON","","","A","2023-07-01","624900.00","","",""
"FX-10383852","73424417020008770","2908 Shaughnessy Drive","","3027.00","43","","739000.00","2023-06-08","","","","","","","Olympia 02","","N","A","2023-06-14","739000.00","","",""
"RX-10900716","73414420090000480","3221 Grand Prix Farms Drive","","1154.00","15","18120.00","12500000.00","2023-06-29","","","","","","","Grand Prix Village","","","A","2023-07-06","12500000.00","2023-07-06","",""
"RX-10881001","73414403080070580","12316 Sannenwood Lane","","1786.00","100","2483.00","650000.00","2023-04-12","","","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","A","2023-04-12","700000.00","","",""
"FX-10382865","73414411090000370","11965 Donlin Drive","","2260.00","53","2904.00","579000.00","2023-05-29","","","","","","","PARK PLACE OF WELLINGTON","","N","A","2023-06-06","599000.00","","",""
"RX-10891319","73414426050000620","4653 Sugar Beach Way","","3117.00","59","4304.00","950000.00","2023-05-20","","","","","","","ISLES AT WELLINGTON / Grand Bay Estates","","","A","2023-06-09","1000000.00","","","2023-06-09"
"RX-10887680","73414426090000490","11352 Regatta Lane","","4177.00","76","5549.00","1590000.00","2023-05-06","","","","","","","Isles At Wellington","","N","A","2023-05-06","1590000.00","","",""
"RX-10880397","73414409030000290","2337 Greenview Cove Drive","","3257.00","102","4484.00","2199000.00","2023-04-10","","","","","","","GREENVIEW COVE OF WELLINGTON","","N","A","2023-04-10","2299000.00","","",""
"RX-10884781","73414404010730080","14120 Tecoma Drive","","1674.00","86","2178.00","699900.00","2023-04-26","","","","","","","SUGAR POND MANOR OF WELLINGTON","","N","A","2023-04-26","725000.00","","",""
"AX-11421584","73424407030004670","9918 Warner Lane","","2244.00","1","3362.00","699900.00","2023-07-20","","","","","","","OLYMPIA 1","","N","A","2023-07-20","699900.00","","",""
"RX-10882705","73414332030160020","14817 Stirrup Lane","","2206.00","94","2973.00","1190000.00","2023-04-18","","","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","A","2023-04-18","1190000.00","","",""
"FX-10370759","00424419090000050","3293 Lago De Talavera","","4705.00","137","5547.00","1149900.00","2023-03-06","","","","","","","Talavera PUD","","N","A","2023-03-06","1195000.00","","",""
"RX-10902083","73414412110001450","10709 Oak Bend Way","","1540.00","16","2029.00","540000.00","2023-07-05","","","","","","","WELLINGTONS EDGE PAR 76 PH 2C","","","A","2023-07-05","540000.00","","",""
"RX-10899385","73414426020001210","11134 Pacifica Street","","3031.00","28","3894.00","829900.00","2023-06-23","","","","","","","ORANGE GROVE","","","A","2023-06-23","829900.00","","",""
"AX-11373534","73414417010710060","2389 King Terrace","","3781.00","88","18092.00","8500000.00","2023-04-24","","","","","","","SADDLE TRAIL PARK OF WELL","","","A","2023-04-24","8500000.00","","",""
"RX-10904779","73414410260001600","1761 Harborside Circle","","1609.00","4","2160.00","549900.00","2023-07-17","","","","","","","Wellington Lakes","","","A","2023-07-17","549900.00","","",""
"RX-10885284","73414401020030100","10514 Galleria Street","","2574.00","84","3250.00","750000.00","2023-04-28","","","","","","","BLACK DIAMOND PH 1","","N","A","2023-04-28","750000.00","","",""
"RX-10882736","73414408010440010","14423 Draft Horse Lane","","4360.00","95","8302.00","2499000.00","2023-04-17","","","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","A","2023-04-18","2499000.00","","",""
"RX-10901822","73414407050001090","1993 S Club Drive","","3110.00","16","4270.00","1587000.00","2023-07-05","","","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3A","","","A","2023-07-05","1587000.00","","",""
"RX-10791744","73414419010070070, 73414419010070080","15563 Estancia Lane","","6334.00","466","8417.00","9800000.00","2022-04-11","","","","","","","PALM BEACH POINT","","N","A","2022-04-13","14500000.00","","",""
"RX-10715876","73414421100000020","13893 Gracida Street","","7902.00","744","26430.00","25500000.00","2021-05-13","","","","","","","MIDA FARMS","","N","A","2021-07-08","27990000.00","2021-05-22","","2021-05-22"
"RX-10897831","73414331050000010","15490 Whispering Willow Drive","","2538.00","26","3294.00","764000.00","2023-06-16","","","","","","","PINE TRACE AT BINKS FOREST","","","A","2023-06-25","778000.00","2023-06-25","",""
"RX-10903371","73424407050010990","8669 Via Brilliante","","2364.00","10","3036.00","599900.00","2023-07-11","","","","","","","BUENA VIDA","","","A","2023-07-11","599900.00","","",""
"RX-10823684","73414409020230060","1654 Farmington Circle","","2539.00","337","3550.00","859900.00","2022-08-09","","","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","A","2022-12-21","895000.00","","","2022-12-21"
"RX-10905009","73414423130000060","11692 Waterbend Court","","2954.00","4","3798.00","839999.00","2023-07-17","","","","","","","ORANGE POINT TR C-1","","","A","2023-07-17","839999.00","","",""
"RX-10860362","73414424050003620","10531 Versailles Boulevard","","4375.00","179","5544.00","1395000.00","2023-01-23","","","","","","","VERSAILLES","","N","A","2023-01-23","1495000.00","","",""
"RX-10886215","73414409030000620","2144 Henley Place","","3461.00","81","4722.00","2250000.00","2023-05-01","","","","","","","Polo West Estates","","N","A","2023-05-02","2100000.00","","",""
"RX-10843909","73414409020640180","2980 Werwood Court","","1718.00","186","2598.00","850000.00","2022-11-04","","","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","A","2023-04-10","975000.00","","",""
"RX-10874281","73414420070000150","14310 Calypso Lane","","7173.00","127","8993.00","8000000.00","2023-03-16","","","","","","","EQUESTRIAN CLUB ESTATES 3","","N","A","2023-03-16","8000000.00","","",""
"RX-10876191","73414407020080090","1220 Mayview Way","","2817.00","119","3740.00","875000.00","2023-03-24","","","","","","","Meadow Wood","","N","A","2023-03-24","915000.00","","",""
"RX-10893316","73414417010520040","14860 Rolling Rock Place","","3162.00","52","6434.00","5450000.00","2023-05-30","","","","","","","SADDLE TRAIL PARK OF WELLINGTON","","","A","2023-05-30","5450000.00","","",""
"RX-10905060","73414402030040120","12111 Sugar Pine Trail","","1630.00","3","2100.00","735000.00","2023-07-18","","","","","","","South Shore","","","A","2023-07-18","735000.00","","",""
"RX-10878930","73414409030000920","2021 Sunderland Avenue","","2962.00","108","3997.00","1745000.00","2023-04-04","","","","","","","Polo West Estates","","N","A","2023-04-04","1895000.00","","",""
"RX-10898672","73414413080000270","4495 Siena Circle","","2561.00","31","3572.00","1299000.00","2023-06-20","","","","","","","CASTELLINA","","","A","2023-06-20","1299000.00","","",""
"RX-10860484","73414415230000190","3096 Blue Cypress Lane","","2787.00","179","3700.00","3575000.00","2023-01-23","","","","","","","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB","","N","A","2023-01-23","3795000.00","","",""
"RX-10814475","73414414470000290","12211 Sunnydale Drive","","3380.00","343","4746.00","1895000.00","2022-07-05","","","","","","","HUNTERS CHASE OF PALM BEACH POLO & COUNTRY CLUB","","N","A","2023-06-06","2100000.00","2022-07-15","",""
"RX-10901634","73414424050001620","10293 Trianon Place","","2537.00","14","3360.00","800000.00","2023-07-03","","","","","","","VERSAILLES","","","A","2023-07-07","800000.00","2023-07-07","","2023-07-07"
"RX-10772699","73414415230000380","3045 Blue Cypress Lane","","6111.00","540","8777.00","7500000.00","2022-01-27","","","","","","","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB","","N","A","2022-01-27","7200000.00","","",""
"RX-10895324","73414404170000070","1416 Lake Breeze Drive","","2376.00","17","2982.00","620000.00","2023-06-07","","","","","","","EMERALD FOREST OF WELLINGTON 2","","","A","2023-07-14","620000.00","","","2023-07-13"
"RX-10776659","73414421010010060","13831 Quarter Horse Trail","","8538.00","493","20902.00","28000000.00","2022-02-13","","","","","","","MALLET HILL OF WELLINGTON COUNTRYPLACE","","N","A","2023-05-02","36000000.00","","",""
"RX-10888134","73414426030000870","4348 Mariners Cove Drive","","3375.00","74","4471.00","819995.00","2023-05-08","","","","","","","ISLES AT WELLINGTON 2","","N","A","2023-05-08","835000.00","","",""
"RX-10892594","73414407020010130","15310 Meadow Wood Drive","","3167.00","46","4087.00","985000.00","2023-05-24","","","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","","A","2023-06-05","985000.00","2023-06-05","",""
"RX-10903585","73414426040000550","11804 Osprey Point Circle","","4421.00","8","5565.00","1750000.00","2023-07-11","","","","","","","ISLES AT WELLINGTON","","","A","2023-07-13","1750000.00","2023-07-12","",""
"RX-10860593","73414419010080020","15411 Palma Lane","","6142.00","179","10758.00","6650000.00","2023-01-23","","","","","","","PALM BEACH POINT","","N","A","2023-01-23","7995000.00","","",""
"RX-10872935","73414429010000410","4751 S South Road","","6463.00","118","28488.00","7500000.00","2023-03-10","","","","","","","PALM BEACH POINT EAST","","N","A","2023-06-19","8000000.00","2023-03-12","","2023-06-19"
"RX-10874363","73414333010020300","13309 Doubletree Circle","","5377.00","106","9259.00","2210000.00","2023-03-17","","","","","","","PINEWOOD OF WELLINGTON","","N","A","2023-05-01","2210000.00","","","2023-04-25"
"RX-10885891","73414428000007060","4920 140th Avenue S","","6797.00","81","18682.00","19750000.00","2023-05-01","","","","","","","N/A","","N","A","2023-05-01","19750000.00","","",""
"RX-10885895","73414428000007020","13951 50th Street S","","6797.00","81","18682.00","27750000.00","2023-05-01","","","","","","","N/A","","N","A","2023-05-01","27750000.00","","",""
"RX-10879183","73414418010050050","15320 Emmelman Road","","4529.00","99","6831.00","2480000.00","2023-04-04","","","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","A","2023-04-13","2795000.00","2023-04-13","",""
"FX-10388881","73414404010240250","637 Dracena Drive","","1999.00","11","","659500.00","2023-07-10","","","","","","","Sugar Pond Manor Wellingt","","N","A","2023-07-14","659500.00","2023-07-14","",""
"RX-10903345","73414409050000400","12736 Meadowbreeze Drive","","2063.00","10","2865.00","824999.00","2023-07-11","","","","","","","MEADOWLAND COVE 2 OF WELLINGTON","","","A","2023-07-11","824999.00","","",""
"RX-10904222","00414436090001180","10696 Oak Meadow Lane","","4137.00","7","5289.00","1199000.00","2023-07-14","","","","","","","SOUTH ROAD PUD 2","","","A","2023-07-14","1199000.00","","",""
"RX-10902693","73414406030000480","15772 Cypress Park Drive","","2665.00","10","3707.00","1050000.00","2023-07-03","","","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3 / Cypress Forest HOA","","","A","2023-07-11","1050000.00","2023-07-11","",""
"RX-10879258","73414402010040012","11767 W Rambling Drive","","4899.00","107","6652.00","2350000.00","2023-04-05","","","","","","","PALM BEACH LITTLE RANCHES 2","","N","A","2023-04-05","2700000.00","","",""
"RX-10901999","73414402010020030","502 Rambling Drive Circle","","3234.00","16","6925.00","1800000.00","2023-07-05","","","","","","","PALM BEACH LITTLE RANCHES 2","","","A","2023-07-05","1800000.00","","",""
"RX-10902921","73424407050022340","1842 Via Castello","","1886.00","12","2611.00","545000.00","2023-07-09","","","","","","","BUENA VIDA","","","A","2023-07-09","545000.00","","",""
"RX-10902757","73414415030000140","2562 Muir Circle","","2109.00","13","2782.00","1950000.00","2023-07-08","","","","","","","MUIRFIELD 3","","","A","2023-07-08","1950000.00","","",""
"AX-11421035","73414404010300070","13575 Columbine Avenue","","","3","3338.00","690000.00","2023-07-18","","","","","","","SUGAR POND MANOR OF WELLI","","N","A","2023-07-19","690000.00","","",""
"RX-10796757","73414409020360170","2057 Amesbury Circle","","2082.00","442","2908.00","875000.00","2022-05-02","","","","","","","GREENVIEW SHORES","","N","A","2022-05-05","875000.00","2022-05-05","",""
"RX-10899325","73414403090140090","12677 Headwater Circle","","2421.00","28","3205.00","734900.00","2023-06-23","","","","","","","ISLAND OF WELLINGTON","","","A","2023-06-23","749000.00","","",""
"RX-10898204","73414423090000060","3782 Moon Bay Circle","","3515.00","29","4316.00","846000.00","2023-06-19","","","","","","","ORANGE POINT TR B","","","A","2023-06-22","846000.00","2023-06-22","",""
"RX-10853737","73414415070000260","2514 Players Court","","2573.00","210","3245.00","1950000.00","2022-12-23","","","","","","","EAGLES LANDING OF P B POLO AND COUNTRY CLUB","","N","A","2022-12-23","1950000.00","","",""
"RX-10880310","73414408010490040","1794 Trotter Court","","3254.00","103","44636.00","2399000.00","2023-04-09","","","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","A","2023-04-09","2399000.00","","",""
"FX-10358109","73414415100000050","2828 Hurlingham Drive","","6504.00","234","","6900000.00","2022-11-29","","","","","","","BRIDLE PATH","","N","A","2022-11-29","6999999.00","","",""
"RX-10903450","73414404010300100","811 Silverbell Lane","","2193.00","2","2985.00","669000.00","2023-07-11","","","","","","","SUGAR POND MANOR OF WELLINGTON","","","A","2023-07-19","669000.00","2023-07-19","",""
"RX-10900675","73414415230000550","2773 Blue Cypress Lane","","3717.00","22","5131.00","5150000.00","2023-06-29","","","","","","","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB","","","A","2023-06-29","5150000.00","","",""
"RX-10889843","73414403080080130","12293 Old Country Road S","","1696.00","70","2254.00","725000.00","2023-05-12","","","","","","","PINEWOOD EAST 2 OF WELLINGTON","","","A","2023-05-15","725000.00","","",""
"RX-10884340","73414413080001620","2983 Siena Circle","","2561.00","87","3700.00","1089900.00","2023-04-25","","","","","","","CASTELLINA","","N","A","2023-04-25","1099900.00","","",""
"RX-10893102","73414408010380030","14380 Wither Close","","3563.00","54","4564.00","3000000.00","2023-05-28","","","","","","","PADDOCK PARK 2 OF WELLINGTON","","","A","2023-05-28","3000000.00","","",""
"RX-10890871","73414331010000330","15798 Bent Creek Road","","1970.00","62","2544.00","680000.00","2023-05-18","","","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","","A","2023-05-20","700000.00","2023-05-20","",""
"FX-10337273","73414418050030000","15630 Take Off Place","","5588.00","383","7071.00","3399000.00","2022-06-26","","","","","","","Wellington Aero Club","","N","A","2022-07-03","3499000.00","2022-07-03","",""
"RX-10876747","73414412110000930","10853 Oak Bend Way","","2510.00","96","3099.00","785000.00","2023-03-27","","","","","","","WELLINGTONS EDGE PAR 76 PH 2C","","N","A","2023-05-18","800000.00","","",""
"RX-10898536","73414403080070180","825 Windtree Way","","2153.00","31","2869.00","659000.00","2023-06-20","","","","","","","PINEWOOD EAST 2 OF WELLINGTON","","","A","2023-06-20","725000.00","","",""
"RX-10875030","73414420060000350","14235 Stroller Way","","3155.00","123","4116.00","3450000.00","2023-03-20","","","","","","","EQUESTRIAN CLUB ESTATES 2","","N","A","2023-03-20","3450000.00","","",""
"RX-10902728","73414413080001310","3347 Siena Circle","","2561.00","14","3828.00","1299000.00","2023-07-07","","","","","","","CASTELLINA","","","A","2023-07-07","1299000.00","","",""
"RX-10878218","73424417020017090","9423 Mcaneeny Court","","3955.00","112","5464.00","1499000.00","2023-03-31","","","","","","","OLYMPIA 2","","N","A","2023-03-31","1599900.00","","",""
"RX-10900646","73414413080001600","2931 Siena Circle","","2459.00","23","3161.00","1280000.00","2023-06-28","","","","","","","CASTELLINA","","","A","2023-06-29","1280000.00","","",""
"AX-11275627","73414332030230110","14817 Paddock Drive","","5206.00","235","7232.00","5200000.00","2022-11-28","","","","","","","PADDOCK PARK 1 OF WELLING","","N","A","2022-11-29","5200000.00","","",""
"RX-10878608","73414410260001610","1763 Harborside Circle","","1394.00","109","1941.00","535000.00","2023-04-03","","","","","","","WELLINGTON TR 42B","","N","A","2023-04-03","575000.00","","",""
"RX-10868997","73424407050010460","8598 Via Brilliante","","2364.00","142","3036.00","649000.00","2023-02-25","","","","","","","BUENA VIDA","","N","A","2023-07-02","765000.00","","","2023-07-02"
"RX-10868727","73414415230000400","3013 Blue Cypress Lane","","3422.00","147","4998.00","4895000.00","2023-02-24","","","","","","","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB","","N","A","2023-02-24","4895000.00","","",""
"AX-11252393","73414333010020340","13353 Doubletree Circle","","3377.00","350","4639.00","1290000.00","2022-08-05","","","","","","","PINEWOOD OF WELLINGTON","","N","A","2022-08-05","1425000.00","","",""
